customer_id,tenure_months,avg_monthly_spend,num_products,days_since_last_contact,contract_type,churn,purchase_seq
2321,51,181.92,2,352,monthly,0,"21.398370216098538,17.215490790828166,25.689644962036667,21.768102191948795,21.786363593093824,18.719221788556112,21.865174685579134,20.957387004150952,11.145162209775894,15.023380426676503,14.807164736237246,15.362154188699204"
2322,40,185.49,3,319,monthly,1,"17.701079851910297,8.078557673510332,11.816108235587631,14.958420758220111,12.673891677740878,15.764767518300573,7.835473412632979,9.638040647722086,12.16650887381669,14.25358694009261,12.995165044503967,14.573351214104385"
2323,54,217.21,5,141,monthly,0,"22.59361835256614,20.9642299296351,20.582502750844142,26.80891734328861,19.84499239545474,27.571262386340123,22.512262855960486,20.122876113901107,18.309655143096514,21.04973872900218,23.907749609392273,20.08320421621273"
2324,21,217.06,6,146,quarterly,0,"17.098013368694726,23.290324014570047,20.316008151550058,16.998060757062458,27.36107574787797,17.609565692858247,23.802225937251155,29.026050571385515,28.932761358126207,17.70076165256035,25.935628357470463,24.26955007070808"
2325,42,185.18,4,240,quarterly,0,"29.29558885839235,16.274673191179662,19.192712155071174,14.667872706427605,24.395977104871132,19.709116982787755,20.147324261698873,18.998559758076798,15.423977603897963,21.892256479540563,22.32711266459314,23.264945857225914"
2326,10,72.75,4,335,annual,0,"6.359940972657279,5.611763346172137,6.865990089982098,7.497146449451732,12.138415601128969,9.15992223673171,6.233056086214949,6.212696124881832,5.719722042514638,8.372703080489963,6.719213679586797,7.078551561147454"
2327,57,227.61,7,100,monthly,0,"19.772493423074707,19.96906752959028,22.266149033952438,18.52628211770464,27.02951954506733,18.748565345661635,27.780049524829586,18.385997803292238,20.0128739081923,19.666751578643417,20.50245363064547,28.12695825046245"
2328,55,190.08,3,229,monthly,1,"13.8818230468399,12.733239855625975,12.905867397146103,16.009641275369987,14.034044116031646,10.243125319490924,13.078913388587608,11.873180223164947,14.692353473846788,13.579757817193135,16.31376016390348,11.336447200127273"
2329,40,265.09,4,348,monthly,1,"23.107907763462123,15.205024211791404,17.730059262558225,16.057669240739948,16.034599104614056,18.970761173853,22.250284357253992,12.554642179710491,17.994522965497673,15.415764304558978,20.892328485044448,20.54342087282596"
2330,9,259.68,6,163,quarterly,0,"20.124677551770084,28.490086909147642,24.099635505562382,30.892276047288632,14.618218760286075,24.593792705024352,29.749741589398816,21.842136768072812,25.684567622171798,26.226729487344834,27.714752158264606,20.3107895210616"
2331,27,328.15,2,321,monthly,1,"26.38979739401086,23.76314782560297,21.39403163968393,23.402126065650126,26.842243673712833,23.896850071719122,17.547222037249842,17.807124122380813,23.13906101921626,15.349291673464384,26.61107091176556,18.70802065632255"
2332,6,134.89,1,86,quarterly,0,"11.889862329282696,13.967384945962888,13.167477412297195,19.95980783713358,8.033492574753197,13.056444929476742,13.442402989431686,13.190168961086195,9.591763419610224,8.486549541539055,9.33222129974299,15.816236766754553"
2333,21,15.54,1,120,annual,0,"1.581679528184926,1.3591388766145762,0.9851740195979117,1.21757013160066,1.5371744782968348,1.732919931408742,1.4819458505450127,1.5245511349495517,1.5677497210689297,1.5870044551583324,1.3716464559159252,1.6824104112234384"
2334,25,311.71,5,1,quarterly,1,"23.0816725104542,18.5839973112374,20.317854682299032,18.12921981167556,26.244492972115474,21.175519132972042,20.88556279151187,25.35172100312946,24.76590241391641,22.841371383950065,26.375760313845156,21.140486553177045"
2335,15,79.22,2,145,monthly,1,"5.321512836788835,4.415715469225114,5.92552610174672,6.531646763189968,4.493010810209687,6.80285726113477,5.042614792888583,4.952265044154703,6.7985792514231145,4.852060069776621,3.9888004773300345,6.370163359179122"
2336,30,192.18,2,201,monthly,1,"15.741429289223774,9.882824406103367,11.959018662194824,13.850654247099538,15.485759042308887,9.900910974319514,11.468656873481644,7.19813056838677,16.97509379431245,10.472257175429814,14.787313913481153,17.297662345593196"
2337,19,333.9,1,151,monthly,0,"39.805676581468,18.655020965821695,29.42722251223873,22.042131466316416,30.19650323843597,38.78487820145671,46.43950676835847,39.084167522822376,36.07715074987504,29.969163993999523,29.69126605658094,36.19689301084271"
2338,42,273.77,6,337,annual,0,"27.05307084635501,28.943347201720893,18.14612991378467,28.231179884281783,34.26046369859157,29.91701695550492,23.29040694397002,28.303061642291546,34.850709131389955,30.495882832599076,30.64501384010997,23.07258455884568"
2339,36,197.0,7,170,monthly,0,"20.722743581164025,22.352203051987868,22.62235556096529,18.720945290809777,18.414950481421112,27.294432653330713,18.643378705709047,18.0517763190901,23.360643981320855,20.205616153418205,14.574702757455775,23.558993425729202"
2340,54,278.19,6,87,quarterly,0,"24.16739038271373,28.101940662187314,32.8788611226367,34.390419371295586,29.242393998429183,18.20481136549148,21.883956398980196,35.875895757960336,32.62006373290351,31.469630380056874,23.793170105414752,22.21875259763472"
2341,7,169.28,6,364,monthly,0,"16.42995161500702,17.20883967061098,15.168549251209916,18.581171645103073,17.35647075151472,17.584981679464946,13.576590439162759,19.692679021603652,22.62898966964053,19.43578711008015,14.383142929243439,11.624482084270305"
2342,22,65.27,7,198,monthly,0,"6.941492797619786,5.139982980946631,7.636200194192883,7.524349169156161,6.475358173937012,6.909197488998688,5.338338855964009,7.626008445554902,7.047515830923231,6.4618845396559985,5.508938826761856,6.650765620676169"
2343,10,161.42,5,241,quarterly,1,"9.006311592377326,11.244767410378834,14.286992756237135,11.559155890160282,13.972840734443666,11.239884690595105,10.157924437149454,11.687916155817547,12.696746192224916,6.993022574705393,12.47954815292735,9.175372524689967"
2344,25,114.18,2,168,monthly,1,"7.323980176266361,8.30605197565691,7.877686385157981,8.784221097224448,9.591061667462982,8.543667828704962,9.428185299987046,7.56145092528107,13.26114859323793,8.876856450754126,9.086051301217093,10.802271145370474"
2345,2,277.61,5,236,monthly,1,"22.13104365633725,18.30899958403225,17.859863397118346,20.32518365038916,16.397640357384407,23.978409934567317,19.375336711052274,17.748858110744997,18.868823702202604,23.318188059609025,18.86463774577471,17.67919601760622"
2346,53,257.28,7,199,monthly,0,"22.416120083422506,28.13844529947358,28.109459827364226,26.133461183463492,24.333306743458873,23.272100223753405,21.225400692086417,24.25318036378374,31.18217335608109,20.034677277996824,12.43886888578053,21.89554477805206"
2347,54,239.61,5,270,annual,0,"24.20624804541213,24.399552010749318,19.010731719353334,28.853349437759462,23.08073393004587,24.620720601840162,32.10271040464881,25.275925847296406,24.814724373151073,28.66437012373671,27.150542986412095,21.750739550620573"
2348,19,294.93,5,141,monthly,1,"15.46693076298199,27.602300305750802,18.038850539758023,23.111465557709508,23.25146246803149,27.84059321089237,21.962165467273028,19.01607968802387,20.486012494402704,17.060178048889316,26.10624341483702,19.335765726978014"
2349,59,286.0,4,113,monthly,1,"21.36756034817431,11.456760163368529,17.827150730995967,17.136460717756066,18.307476626229843,18.144332946932646,20.20160036238589,20.948487045898567,22.71501865377561,22.236895517737796,24.962494129133795,24.080914891806746"
2350,42,283.6,5,126,annual,0,"26.300823662072766,28.526444951328727,29.96218103159436,31.99626715130642,22.69731804633519,25.74727168844967,31.82528894915178,27.759081172919355,17.715862090788967,37.39065876413656,33.16086720058625,18.439808532756302"
2351,5,199.88,3,94,monthly,1,"12.61880657946234,15.863259102414222,9.696732430820393,15.586019337425165,11.533240547811605,8.792453880004127,13.017415932382969,19.51459669283008,17.751181776921854,12.595063416640581,14.571669661582328,12.36335124872165"
2352,50,189.57,7,210,monthly,0,"23.0170775019216,23.18174666986339,17.24694298923636,19.378151868430702,23.893139593741903,20.3333354370342,24.489151720208476,12.305259702650101,16.75129778059524,17.714431504377668,23.672326537749385,18.960383602418265"
2353,2,82.18,2,111,quarterly,1,"7.629922648125268,5.420562541665527,8.871320473914597,6.641895161405588,7.8574087085719935,6.895817199370112,5.935139724913246,5.065122742883021,4.62885382305798,7.040975106648686,6.057694069818269,6.462075027621424"
2354,59,211.4,4,100,quarterly,0,"22.056073744649943,20.744591360155823,18.55609411055927,26.49249031499172,27.982506220111325,18.35467571285468,16.53738481743116,16.732216928355744,17.069616383798827,22.532423669290875,15.572180957022326,18.771801699572425"
2355,56,184.45,3,77,monthly,0,"18.183933936981134,16.604666459304028,21.232904180084,19.980504958068973,14.17790686409327,19.876314810874,19.133957150826735,21.999210608908104,18.113288160635793,14.851859092104553,16.778572169647667,25.211260687038635"
2356,40,343.97,6,54,monthly,0,"32.56021314278615,26.222036835752448,33.903175386038406,37.56440142585849,23.858214825244858,30.02878015293037,51.877042994747924,36.661630103153826,21.89183776678859,24.762416378029044,35.95076807543503,35.08921196659755"
2357,34,230.01,7,122,quarterly,1,"16.379350067208723,18.23743201223265,17.400464430476347,11.650623988663753,15.64186112627588,20.306715853169923,8.371962366426112,11.766912917892578,12.867304187528529,18.23549286788231,14.49339842599671,16.476543390389555"
2358,19,154.48,4,156,monthly,0,"18.54179194278358,14.121064168611246,16.35840865610143,21.624430673230442,15.935648096220307,17.589535732834875,10.05001768166477,15.901482381442282,16.080917762458586,11.703708332228452,14.61176130603939,14.551504568131797"
2359,31,352.9,5,125,annual,0,"35.530388698145586,35.25367897435426,36.01608662363056,27.836196144741727,33.67386141195491,26.508816651089887,30.916546652971675,43.730214438602935,34.01387441892693,39.49499868937565,36.10335010553666,32.573074758944905"
2360,36,163.62,7,338,monthly,1,"9.909814658397263,9.25060580303064,13.624096708427025,13.576366103380483,13.540669893688973,12.751160281517523,8.73021458826967,11.399811245487756,14.557190533507123,8.67833784938501,9.195662774873231,12.07166474450676"
2361,11,300.63,2,248,quarterly,0,"27.848765079966316,20.620428670378026,28.164523091092434,32.912135991809954,33.89611329133896,22.691462604421638,26.158709674101818,12.297802363040603,32.14579400563823,19.75687059833801,27.306868932482946,24.665803937906947"
2362,42,219.09,4,14,monthly,1,"14.274517683242403,12.278484697916033,16.277210779651107,16.722875468470065,7.607345583901777,18.683464885822975,18.417969040670613,14.981935172454861,12.912387982620645,16.9960211262283,15.34399111513806,13.704464165875688"
2363,40,5.0,7,116,monthly,0,"0.48293887173468875,0.49228176529603,0.4583459562862965,0.3261336551042232,0.5545333475360358,0.30997873173002455,0.3343242901545239,0.4739911129582313,0.6211563753884848,0.4952090411305787,0.5297911277478509,0.43286123536343163"
2364,48,191.79,1,172,monthly,1,"15.102970642794716,12.857164331183423,16.35353255542909,7.630722010317701,19.489918581569665,16.762217909837222,14.576496893703334,12.494689211257905,15.542847947951016,13.663096754323568,12.892023271274887,15.431403571786916"
2365,58,211.98,6,51,monthly,0,"18.646719990153166,25.309958529238617,21.69752942536625,25.240823415685053,26.674030955464353,22.735042246612956,16.80315001169545,24.643551389860626,16.38856992594752,18.930229068845296,26.946068940923233,21.176833806166623"
2366,13,117.38,2,304,monthly,0,"10.992924206733166,12.399903526466,11.96151078810167,13.587856983234722,10.25039786056526,14.430980175005617,10.652164691686355,11.791153172725824,9.419176843364681,13.037380386770842,9.956633855770797,12.355632680871466"
2367,4,341.42,3,257,annual,0,"33.43377459288597,39.611971415422744,32.00213715243433,47.575416151444166,31.15891028280794,29.46440016526549,33.45562723280731,29.170645405027443,25.61554242374115,39.11015840228699,13.228941361883951,29.242244562397776"
2368,30,305.84,6,324,monthly,1,"13.65144138190581,28.90124401876112,22.942629453690323,27.3880335738794,26.879328081559684,26.494188035628742,20.348833637547976,21.605475433209033,17.14279624986137,21.78578226579829,16.081190318580756,27.4577317344967"
2369,42,86.31,1,169,monthly,0,"9.852998936422871,9.041653338969963,7.15361280842337,9.512034050889577,7.394989771653025,9.606983278465655,7.272216832201396,8.819483218779341,8.546776365926759,7.563012678288537,8.08753106296819,7.5204007533072215"
2370,30,228.55,5,292,monthly,1,"14.381000803753446,17.606223085995897,20.546489577108456,17.323211772763017,19.900848908366292,15.54752465840638,22.521500576398743,20.257037455585937,18.86044593465749,17.46081296101847,17.267621150569838,11.228865388028968"
2371,3,190.55,7,359,quarterly,0,"13.054974831944307,19.98602756738582,19.829610006198617,20.719911089795882,19.49651907011373,20.39578965474581,20.383152491809522,19.990609670111734,20.47468118411812,24.928801933204127,24.046628196124303,18.622029757760966"
2372,41,234.89,6,271,monthly,1,"22.831528895287327,12.628431714809508,15.071357607972034,15.36132420582606,21.73563828966721,16.345813803491602,23.1790579602498,19.243669047301562,15.284086202179989,12.731913263336239,13.11810339386079,18.62161122510373"
2373,45,347.87,7,35,monthly,1,"16.103070212286923,30.76779282935522,15.932566799217868,20.58573490563569,22.52618709646332,33.03138290131609,24.47841893017642,23.308900555616205,19.795803858321968,26.893225526422516,21.854097852974746,23.23585326723075"
2374,17,261.66,2,26,annual,0,"32.80931114815491,22.395130510151795,32.98103246591311,23.325977982190548,30.36415524964584,29.628696016027856,26.53257068781686,19.015534826132733,20.890304770686903,31.36503652323093,28.581384398323028,29.089131412920405"
2375,33,151.14,4,229,monthly,0,"15.573771972739088,16.47075097955362,11.650231307722377,17.53467512396218,12.01727804578636,20.02144897250486,14.13802851111043,14.631940360362329,11.989541950318,14.055732373840065,12.977101148387154,16.0266925233137"
2376,8,181.34,2,148,monthly,0,"20.959962707183735,19.78424614313709,16.1292730095981,18.367990745865708,17.56286316657969,21.37235423973659,15.984347923777662,16.312310923200528,20.753010729946205,22.953379841698375,16.72893275322065,20.476813267890098"
2377,28,285.38,2,186,monthly,0,"31.7828006021754,26.643150295867635,29.565866421478045,30.540126539541987,27.49626158658221,36.24287895273589,29.547126730060157,30.282589400630545,27.613895915900873,28.193930415849255,35.49431720866245,29.371109607544756"
2378,47,254.42,1,280,quarterly,0,"31.427291638589658,31.42353241391057,24.957330095328032,29.486328271845053,15.860419844583763,28.74780815011014,29.000619690311012,29.729711084841203,29.96487048804051,30.03376411250988,23.732473903219947,24.20014866197751"
2379,12,152.21,6,227,quarterly,1,"10.526097232544217,13.08306674850157,12.377067200957802,9.479055826896188,12.196575296616077,13.64269397740064,11.558485740260858,10.002659635280775,8.385308300923525,6.464880459548812,13.03866675347356,7.777786594849635"
2380,52,242.1,4,139,monthly,0,"22.916966175407822,16.8686785286514,31.187494539297905,28.50340750489916,25.549331413140788,31.147539600837955,29.415460662011945,26.822008465346833,24.047980173701557,24.393059752461113,17.05169011548293,29.406096567046916"
2381,57,352.17,4,93,monthly,1,"20.90637159037711,19.33313927802241,19.83415956349631,34.60116189363345,26.452834604711153,17.681910955060207,24.7480661290389,29.72516970047383,26.74638772110249,17.871188148023347,27.849771196260868,24.801024246205746"
2382,50,238.91,2,139,annual,0,"20.294679994975418,14.781739877869795,27.09933394518265,26.30223132592027,23.778351588630866,19.12939625871333,25.083179827225774,26.893799934948323,32.3336438191697,25.554454107004894,26.09319467313238,24.694700002311656"
2383,12,226.52,7,278,monthly,1,"16.86276752492232,20.42594224320205,17.037791172824882,14.896341515559588,17.14317943559162,19.37519823878292,18.682995804863246,17.827419162600826,16.727434369657022,14.013065143614368,12.581300165786919,12.079572894869086"
2384,35,426.2,3,171,monthly,1,"28.0392916051115,25.79680282684397,34.41443812878674,25.216997527969625,37.88850632885841,29.95618179692542,38.296681941371865,37.184697839403874,30.56283740538293,25.773559550763405,40.20647556393034,20.787038417915632"
2385,6,221.85,7,180,annual,0,"15.679793586994398,16.766650680059897,21.376962787215422,23.415890208498375,13.812241815403448,27.210462883514538,21.51139613530364,25.324940823152122,18.872798064707453,20.485937496580185,23.52806760993683,22.883124569686746"
2386,37,60.0,6,152,monthly,1,"4.184037776617051,4.1856056688305365,3.602874054268614,4.1117358055075846,4.119819403964572,2.811605401605285,4.4889775436631725,4.211132524860977,4.361223720233208,3.7820050770645066,4.2210981735351805,2.3780924345730874"
2387,4,167.64,3,132,annual,0,"19.40143802284744,13.520840952071545,11.31809309737597,19.62494843752416,20.94273367395809,25.46438433507855,27.254106970983997,22.66808185226251,13.295256874778534,16.12068572175068,18.926086601189354,18.317009266432922"
2388,33,181.88,2,180,monthly,1,"12.926755947335716,13.953591619236892,14.130793669590517,10.54234814605773,5.598777953370447,11.552163209821897,13.367493133331832,13.994288266514058,11.168675941421379,13.471674750076472,13.41316964753019,11.04078935659633"
2389,35,243.4,6,141,monthly,0,"26.18809962540157,26.60671805860386,34.159828170735764,30.865574634524332,26.045904238765196,34.77999372720123,23.8960970357504,30.247189544514015,21.755003642692625,24.603013248454285,27.60611269915753,25.396971398649338"
2390,32,192.28,2,160,annual,0,"17.295044668957132,29.918436151065855,16.066174178014524,24.174592057608123,18.34822224795939,19.458992930276608,18.72331029679745,20.864772554839504,13.152710964411153,19.943994776519894,17.67657602599779,12.06318856669068"
2391,59,204.02,1,112,monthly,1,"15.623312499688051,12.953193293330632,13.659773767444237,11.374748049331656,11.403049498732404,12.795907378823754,14.655234673934057,14.84686821816288,11.948443380733146,11.000003780734994,10.7337341729852,17.10584265131119"
2392,29,279.19,6,68,monthly,0,"32.83120008307277,33.90190531602926,35.11703148822892,24.647375728173287,28.338278843849952,28.934584031084338,35.28123574963209,25.631856841290883,33.17809769844628,29.440964855294254,33.27924736795673,32.152501915683246"
2393,54,259.33,2,199,monthly,0,"31.918547318358737,20.739831414586895,28.720937550226765,22.69585634193356,28.762178064848793,21.768117713521725,19.82553602889311,20.967613366587443,17.767613744512285,22.192149149699375,30.120756655393656,22.003612789077618"
2394,56,120.19,4,94,monthly,0,"9.179623827845006,12.141129937377238,11.03103372991728,10.1004894328013,11.085073364555477,10.256536783014212,15.737432880158735,12.773595245550338,11.638561959997903,13.843205373460457,11.565471373543438,11.394906469786928"
2395,25,272.43,1,286,quarterly,0,"25.333251095384398,30.488608857110947,19.776987180864477,16.68850913636762,25.07935113070084,30.672862437109956,34.02408397878192,30.22842035396742,22.216048523578223,22.259509639269623,33.83814129047647,32.176273837586"
2396,55,229.76,3,341,monthly,0,"17.026710183337,31.248237849224388,23.578535141219497,25.115946249324352,20.745423832664095,24.480200853977454,21.034461074775017,21.654245186809863,16.77865848502896,25.039253618985565,12.345935368420228,28.159634248704553"
2397,18,333.32,2,155,monthly,0,"33.280431877537595,29.64039933619157,30.50731785457803,30.506724181850313,20.581332813216207,35.521034077500666,20.797093565615363,30.687888389755447,21.467908675610214,30.842025151366666,35.06295020614733,42.41778528721168"
2398,44,59.51,7,309,monthly,0,"6.216144677852999,5.677630161268386,3.690590607469403,3.7745683717383587,4.247823343047498,5.858978475655057,4.956225391367271,7.804591121159607,4.360443999372624,7.412766602438897,4.519326846340373,8.945742155991331"
2399,17,149.9,4,318,monthly,0,"11.116604374161614,8.955579014215,12.873735134046843,19.711758964915358,17.57240037461245,19.383184392969557,12.768165543840984,18.204562130566973,18.700164847462812,19.444449224383014,14.221109501676192,13.552953666978187"
2400,18,270.04,6,358,monthly,1,"23.10965328593922,16.794613605732994,19.17976075526553,20.70244318763446,23.608886530436706,21.18564976223048,22.424410394121306,20.5384710890561,19.999401780493987,22.20122384427293,10.10145861015862,21.57332122602084"
2401,15,129.17,5,176,annual,0,"17.71432580032931,7.316324343700868,11.053045824502723,16.518739235221933,12.2653067692252,12.412206023342113,14.682645676877623,9.701489732115773,15.197476677774205,11.972858131851584,12.491116125860835,10.815170813160835"
2402,43,5.0,5,149,quarterly,0,"0.4530280094790558,0.36985401203069646,0.6512037141532155,0.35681853027745625,0.6022036055656248,0.3439743870491202,0.35574686899296226,0.5200141322979577,0.4151690949769572,0.5272335066761792,0.6802044908284987,0.4844986109236365"
2403,58,190.6,6,38,quarterly,0,"17.180307766360983,12.927286085352469,22.04135668439492,13.63327769820141,19.35241990085583,24.168150764927184,20.960709468532293,18.117397183954466,17.72193806348495,23.884067381247753,14.410034813695784,22.01504573060234"
2404,57,182.49,5,57,annual,0,"16.093576618064787,20.05063648400768,23.75531548675459,15.129975965418309,15.909177741810488,14.445749973608207,24.84893378945417,20.45239363688861,13.550261640380281,12.790234103886513,20.54933524498794,26.760838541158932"
2405,10,358.01,1,149,monthly,1,"17.917828347808136,23.069417008358922,25.727017191219158,33.76855879095648,28.36070937510743,32.26542646488919,27.366535404718906,19.497577500111987,19.526082413020216,28.877084226477503,20.039922020400674,17.322653111448986"
2406,16,57.15,1,324,monthly,0,"5.954685068019148,2.686605490190391,8.795049759366908,4.4450294194619095,5.813602946572529,3.5821755747038053,6.174232518074967,5.01909825866579,5.97118166853719,5.364097577252036,6.244345108268311,6.897530772665402"
2407,25,5.0,4,84,monthly,1,"0.3230005566031957,0.4879132159694914,0.29472650585288884,0.46162156774526253,0.2786290776548489,0.46153886420617657,0.41803646521378585,0.3234858018500687,0.337532384724718,0.3608095878007837,0.35006748150579126,0.3781359109636291"
2408,33,103.59,5,343,monthly,1,"8.01571698551442,7.59920974421465,6.821922128478678,8.72118408802332,8.654495636320686,6.392983693121013,8.21111319263712,5.948613779482223,7.6269686941875126,7.611971123317041,7.2509864387728875,6.8620001745827235"
2409,41,215.21,3,57,annual,0,"21.720800150089655,17.070045172243667,21.13738125009724,26.483517204791447,19.753415456236766,16.860456120922485,24.187341238616035,22.96992423959596,18.20306960516776,20.51794558619836,20.739125064734026,21.548545050846794"
2410,46,127.07,4,0,monthly,0,"16.941966874093026,16.996725514007156,10.530661494884031,9.5926297841417,15.193208544533286,13.362553217782072,14.109187145583698,11.043144119762172,12.370537122735392,11.830787323623865,13.480266033766698,9.541247230447635"
2411,31,202.08,2,135,monthly,1,"12.929320624354874,10.40308023066811,11.987573693318437,12.729500620755472,7.0955333738454796,13.248483058137829,16.13679142442767,19.579818540338618,15.611413647795079,11.566804332793382,11.30906752991661,13.891822260853303"
2412,26,312.68,4,207,quarterly,0,"26.955582299492175,20.957715497783667,30.437479096568058,27.162949114929543,35.26045449295801,27.60403696915471,38.52021015274779,35.29125007606686,41.682429277954455,41.102500687433334,35.86509924204059,24.1011571943016"
2413,29,161.17,2,344,annual,0,"16.473149424149728,17.57161574497112,15.102834339546433,18.041066558160143,13.994395296116815,8.71132194718831,16.822873511846094,15.220630892158407,16.521507501109514,18.633474763413872,15.372206858940979,12.184245138688416"
2414,45,337.77,7,139,monthly,0,"36.73905991059947,24.62230290900997,17.859835130871076,25.032456983911224,22.384250946871774,28.372963725746224,41.169039636253935,26.571090883722658,30.652856128766842,34.160899126059476,34.39940695119874,29.76776794954068"
2415,33,223.59,6,21,monthly,0,"27.468786562966013,28.39911242199865,20.236202141875125,23.748614881339368,27.211715280225572,37.55084333286837,24.713940414281456,23.923064038714653,26.2093959213269,26.64839616634257,24.736638676696604,16.594849566735796"
2416,36,371.82,2,299,monthly,0,"46.42785636545608,47.53099380833373,22.90046987387872,43.507067361278324,33.525588462502085,40.03051509580289,59.5640440775245,48.9709818964507,36.22826215869406,47.753735868840074,22.888222459092468,40.926428780073344"
2417,5,158.91,2,364,monthly,1,"12.596780636220887,14.189023341376535,9.762480860333097,8.70163462057069,11.38435235044581,8.5581000973466,10.619939000905243,10.385341987316107,12.41427018879935,11.824920990146504,11.482759143784568,14.765257772360538"
2418,20,131.64,7,16,annual,1,"9.036728703535976,9.22028416712447,7.760204271183668,8.921750625335312,12.961940144121465,5.80180804606684,8.3769509611731,10.65769720899986,7.896906956925228,9.417926253359493,9.031929363196234,10.781721332678625"
2419,48,161.65,2,8,monthly,1,"12.462328505410976,11.88787714545349,11.947148804478708,8.188629353357095,9.866810938678396,9.192050995220272,12.219535544225055,12.297449723090306,11.217292673758186,13.505493959370881,14.6894047093974,12.11472880803369"
2420,13,264.47,2,50,annual,0,"28.089507629575067,25.29994859230148,23.02171775466393,35.59959261076221,23.49258526897734,23.452240489092024,18.180154641059104,35.711923020075105,17.484524449715323,31.473739971936332,29.616453625719306,23.904895781438363"
2421,31,229.2,6,151,monthly,0,"24.11266709670595,26.219744584693085,24.749976019871827,23.81593567928949,25.232439757785755,22.73623820442389,25.99576930096032,23.284792628558133,21.648890412351516,30.40004265339084,23.30259470357785,21.788696295067073"
2422,50,281.06,7,186,monthly,0,"23.94392540152686,35.37790627060591,33.96211035698097,22.50630505363723,26.175658889526545,18.981158050010443,25.339479396114914,24.285052629777148,27.201954317203725,23.122804072991364,18.139052375921793,25.00877944292361"
2423,29,115.32,4,191,annual,0,"13.54955765110828,8.166196584713669,14.421822284220234,12.40160224361563,12.18506101839305,10.219879319680185,9.62856603289525,10.664506020866146,9.509050965395536,14.317766435023543,9.819199228995576,12.700194972478844"
2424,22,262.04,2,332,annual,0,"25.793849348835266,18.23702309214139,33.46261456311321,23.302361548294982,24.57046312735786,29.23040963857699,35.37296222366301,25.765025353044873,27.25051563908265,33.54726047448229,29.170927508190342,28.661819052077746"
2425,18,179.82,3,189,annual,0,"21.579779535728107,16.021621246968454,18.566668772609166,13.826773172235562,13.29879350935061,19.28508877252779,25.421055798547396,20.356422801381427,13.610454209228177,13.925415698222114,20.196690593932033,20.57376733495977"
2426,33,222.73,5,20,quarterly,0,"18.680774137640885,21.897362677670372,37.732439705213906,20.965732444555982,24.781261897848736,25.98992838360509,23.129877309839312,20.48258707318649,19.030289141355468,21.495209443384624,21.637206025960815,27.952871985373992"
2427,27,331.39,7,234,monthly,0,"25.47948494766792,29.389318862651727,35.070087724023395,36.10748186038383,46.07385914470769,38.59565970831109,31.465321136091898,36.663876470072864,35.327012490616426,33.46171411603159,44.1612409057101,28.98413351049317"
2428,3,234.93,2,164,monthly,1,"12.20904543987524,12.869368845335554,12.711453679906722,11.049393816198187,20.617024827234427,18.160940762873864,19.479198523194654,19.17948385333554,15.89246651464887,16.34829775893238,19.77957477330591,21.834316710706094"
2429,48,104.98,1,320,monthly,1,"7.036518133916461,5.1113336831152845,8.024456133301177,5.221143815969854,7.348029836498727,7.520039685720838,6.158737298519534,8.820905599422497,7.693470735115304,7.417593421965356,6.330300115242487,7.058696634733181"
2430,32,283.95,7,33,quarterly,1,"20.892396577947792,20.158957636287695,16.896998759184036,23.169457284399204,20.59750526968422,17.230731018258595,16.675117823399617,15.780597066595325,24.666697401627708,17.041256210134975,16.259449786046517,15.945107912731416"
2431,17,303.32,5,282,monthly,0,"31.141347309796917,32.4598038218888,32.12039940283793,34.2242753703949,23.198826785691622,28.705316848716432,28.019913965602292,23.545559977985654,21.556940594766274,38.01088183300253,31.315317860536602,24.6202795041695"
2432,33,141.79,3,173,monthly,1,"10.36642175626891,7.082842091009174,9.158420795773226,8.807479165623233,10.474965200277907,11.059773096922946,11.361229934779512,9.190250969209783,10.987638868129261,6.946903924992449,12.56944578355708,8.546089670265953"
2433,24,101.3,4,352,quarterly,0,"8.418107033171259,7.653667902263953,9.088906185121296,9.667554393087405,9.09093119823636,12.533499059301567,8.031973263875578,12.100597077135749,9.259595159682094,10.32125458995813,9.567483745785033,8.493470761012253"
2434,25,154.81,6,35,quarterly,0,"14.004041870740009,17.579141408054475,14.26171615858669,14.84819286939495,8.756838205479827,17.4124545077275,13.818686113011534,9.191158912372607,11.133139822954845,15.819178426340114,13.353140763406275,12.965216539767496"
2435,52,45.81,6,28,quarterly,0,"3.066086903823898,2.8591819823910614,5.32211614735639,5.213023591297471,4.2453795750096,5.0647810064922885,4.177681446522551,3.6891155546945096,6.1385973596604035,3.9671324548762645,3.345088291666368,3.0370427847270456"
2436,7,159.9,2,16,quarterly,0,"15.601995777103765,16.22738392573099,20.45990865782774,16.122001411930487,18.66587574410626,14.451941811708728,17.268411807368764,20.471095718923642,17.909910777957318,14.672869662778416,16.24600459447182,14.692024187887727"
2437,42,252.53,7,264,quarterly,0,"23.22531685460327,23.73677958939816,19.832135384934418,26.030368049580954,10.009278422233866,24.001619626879858,31.66202858124908,18.19847537786799,17.07958496517655,30.890569634355206,31.574821818598103,18.40594791642827"
2438,20,232.74,4,15,monthly,0,"28.325966827664097,15.46523505615719,24.279989690136777,26.241616757603754,16.196292850667774,25.448042917729904,21.20441311124307,15.659201532864921,24.1525015420084,27.600440379660323,37.74930086486303,21.452619008744804"
